@relation bookkeeper

@attribute NumberRevisions real
@attribute NumberAuthors real
@attribute LOC real
@attribute AGE real
@attribute CHURN real
@attribute LOC_TOUCHED real
@attribute AvgLocAdded real
@attribute MaxLocAdded real
@attribute AvgChgSet real
@attribute MaxChgSet real
@attribute numImports real
@attribute numComments real
@attribute Buggy {Yes, No}

@data
1,1,71,0,71,71,71,71,159,159,9,26,No
1,1,62,0,62,62,62,62,159,159,8,26,No
1,1,72,0,72,72,72,72,159,159,9,34,No
1,1,73,0,73,73,73,73,159,159,6,37,No
2,2,144,7,145,145,72,143,100,159,26,106,No
1,1,413,0,413,413,413,413,159,159,33,116,No
1,1,322,0,322,322,322,322,159,159,12,158,No
1,1,214,0,214,214,214,214,159,159,16,41,No
1,1,192,0,192,192,192,192,159,159,14,60,No
1,1,628,0,628,628,628,628,159,159,20,200,No
1,1,256,0,256,256,256,256,159,159,20,92,No
1,1,119,0,119,119,119,119,159,159,17,35,No
1,1,73,0,73,73,73,73,159,159,6,31,No
1,1,340,0,340,340,340,340,159,159,25,98,No
1,1,241,0,241,241,241,241,159,159,17,56,No
1,1,54,0,54,54,54,54,159,159,5,25,No
1,1,27,0,27,27,27,27,159,159,1,19,No
1,1,66,0,66,66,66,66,159,159,9,30,No
1,1,107,0,107,107,107,107,159,159,12,44,No
1,1,157,0,157,157,157,157,159,159,14,63,No
1,1,300,0,300,300,300,300,159,159,16,80,No
1,1,161,0,161,161,161,161,159,159,19,48,No
1,1,120,0,120,120,120,120,159,159,20,37,No
1,1,86,0,86,86,86,86,159,159,8,29,No
1,1,82,0,82,82,82,82,159,159,4,46,No
1,1,29,0,29,29,29,29,159,159,1,22,No
1,1,267,0,267,267,267,267,159,159,9,109,No
1,1,87,0,87,87,87,87,159,159,7,29,No
1,1,77,0,77,77,77,77,159,159,4,21,No
1,1,40,0,40,40,40,40,159,159,0,21,No
1,1,95,0,95,95,95,95,159,159,3,44,No
1,1,337,0,337,337,337,337,159,159,16,129,No
1,1,376,0,376,376,376,376,159,159,6,277,No
1,1,46,0,46,46,46,46,159,159,6,27,No
1,1,399,0,399,399,399,399,159,159,8,142,No
1,1,141,103,1,4,1,1,41,41,11,49,No
1,1,148,103,1,8,1,1,41,41,17,60,No
1,1,422,103,1,1,1,1,41,41,27,196,No
1,1,221,19,2,2,2,2,45,45,15,119,No
1,1,282,25,-2,3,0,0,41,41,27,138,No
1,1,550,52,1,3,1,1,45,45,42,218,No
2,2,1036,58,1,8,0,1,43,45,94,470,No
1,1,104,58,1,9,1,1,41,41,7,47,No
1,1,332,52,1,2,1,1,45,45,26,97,No
1,1,94,97,1,2,1,1,45,45,11,42,No
1,1,101,103,0,2,0,0,41,41,19,41,No
3,2,605,103,44,45,14,33,19,41,48,995,No
3,1,950,103,-6,245,9,21,6,13,133,1238,No
1,1,167,30,1,3,1,1,45,45,15,92,No
1,1,867,8,1,6,1,1,45,45,38,288,No
2,2,842,36,1,10,0,1,43,45,68,634,No
1,1,525,103,0,1,0,0,13,13,68,170,No
1,1,155,103,0,3,0,0,41,41,24,62,No
1,1,1263,97,1,2,1,1,45,45,44,485,No
1,1,491,97,2,3,2,2,45,45,26,156,No
1,1,86,103,3,5,3,3,41,41,15,35,No
1,1,804,97,0,8,0,0,45,45,34,309,No
1,1,266,103,77,87,77,77,13,13,20,119,No
1,1,354,33,0,2,0,0,13,13,18,123,No
1,1,88,103,8,8,8,8,13,13,6,75,No
1,1,58,103,0,2,0,0,13,13,6,33,No
1,1,308,26,2,5,2,2,45,45,21,101,No
2,2,342,103,1,8,0,1,29,45,48,238,No
1,1,117,103,0,1,0,0,41,41,11,52,No
1,1,707,103,4,30,4,4,41,41,33,244,No
2,2,199,11,-3,28,2,4,21,41,33,152,No
1,1,438,20,1,20,1,1,41,41,18,147,No
1,1,196,95,22,35,22,22,5,5,13,86,No
1,1,1207,32,0,11,0,0,41,41,19,436,No
1,1,298,10,1,3,1,1,13,13,28,80,No
2,2,241,24,8,14,4,8,23,41,58,180,No
1,1,415,29,0,24,0,0,41,41,33,135,No
1,1,778,103,4,61,4,4,41,41,42,261,No
2,2,298,103,4,27,5,10,23,41,45,245,No
1,1,288,53,0,12,0,0,41,41,24,103,No
1,1,276,45,1,10,1,1,41,41,22,92,No
1,1,252,65,3,9,3,3,41,41,18,86,No
1,1,64,103,0,1,0,0,13,13,7,31,No
1,1,210,70,5,7,5,5,41,41,16,84,No
1,1,357,33,36,37,36,36,13,13,25,112,No
1,1,376,103,38,49,38,38,13,13,20,124,No
1,1,215,81,0,1,0,0,16,16,25,59,No
14,3,1196,130,-125,421,7,46,7,17,675,5712,Yes
4,2,977,67,21,46,5,10,5,14,136,1253,No
1,1,193,120,13,14,13,13,7,7,3,57,No
1,1,83,0,83,83,83,83,14,14,1,53,No
5,2,606,130,67,172,17,53,8,14,133,1112,No
2,2,373,120,-16,100,3,3,8,14,19,211,No
7,2,594,81,50,142,8,53,9,14,129,1661,Yes
3,2,233,76,59,140,29,86,11,14,32,309,No
7,2,590,76,31,143,6,37,9,14,122,1564,Yes
3,2,176,75,42,49,14,31,5,7,30,195,No
7,2,930,77,18,54,4,14,5,12,140,1841,Yes
4,3,277,49,31,33,7,26,4,11,52,488,No
1,1,118,54,9,19,14,14,14,14,4,99,No
1,1,83,0,83,83,83,83,14,14,1,38,No
2,1,108,23,6,28,3,3,10,10,18,110,No
3,2,191,20,152,317,65,192,6,11,35,227,No
2,2,151,114,24,24,12,12,4,4,2,238,No
2,1,352,127,44,56,22,22,8,8,2,252,No
6,3,727,130,152,191,25,64,10,24,151,2829,No
6,1,848,94,180,188,30,64,6,13,206,2775,Yes
3,1,321,124,49,110,18,42,16,24,78,355,No
2,1,27,0,54,54,27,27,13,13,0,46,No
1,1,94,0,94,94,94,94,24,24,9,41,No
1,1,90,0,90,90,90,90,24,24,6,76,No
2,1,271,44,0,2,0,0,3,3,28,228,Yes
1,1,138,114,0,2,0,0,24,24,9,80,No
9,1,1017,127,128,198,16,41,8,24,215,4463,Yes
7,2,507,123,89,151,13,29,8,17,133,1333,Yes
3,1,167,127,6,51,5,17,7,8,30,213,Yes
4,1,191,127,20,40,6,7,8,12,36,370,Yes
5,1,367,127,22,82,7,11,6,12,105,537,Yes
2,2,572,1,573,577,286,572,13,24,51,398,No
2,1,106,94,0,4,0,0,11,12,10,116,Yes
1,1,237,81,1,5,1,1,24,24,10,152,No
1,1,345,81,27,31,27,27,24,24,8,243,No
1,1,47,0,47,47,47,47,24,24,2,40,No
4,3,777,94,202,202,50,61,12,17,13,2049,No
4,1,301,86,-2,40,2,5,7,10,98,566,No
6,1,166,93,0,60,0,0,8,10,114,420,No
9,2,491,96,8,136,2,8,8,16,218,1839,No
2,1,183,79,-6,26,2,2,10,10,22,282,No
5,2,603,41,4,18,0,2,9,16,191,893,No
4,2,566,53,2,16,1,2,11,17,130,632,No
2,1,97,26,4,14,3,3,10,10,24,76,No
1,1,343,43,2,7,2,2,16,16,9,97,No
1,1,142,0,142,142,142,142,24,24,5,92,No
1,1,152,0,152,152,152,152,24,24,5,86,No
1,1,31,0,31,31,31,31,24,24,0,25,No
1,1,356,0,356,356,356,356,17,17,14,207,No
1,1,60,0,60,60,60,60,24,24,2,53,No
1,1,60,0,60,60,60,60,24,24,5,38,No
1,1,876,0,876,876,876,876,24,24,10,335,No
1,1,61,0,61,61,61,61,24,24,1,50,No
1,1,185,0,185,185,185,185,24,24,0,103,No
1,1,264,0,264,264,264,264,24,24,8,133,No
3,2,280,130,5,13,1,3,13,16,66,239,Yes
2,2,184,33,-9,19,0,1,14,17,48,124,No
1,1,309,30,5,5,5,5,12,12,21,86,No
9,3,480,130,21,42,2,6,7,17,243,1327,Yes
1,1,86,70,-5,5,0,0,4,4,9,41,No
1,1,53,70,-5,5,0,0,4,4,1,44,No
4,2,570,127,11,22,2,7,6,17,81,733,No
7,2,726,127,38,167,6,18,5,12,307,1878,Yes
1,1,101,114,-49,49,0,0,4,4,1,34,No
5,1,518,54,19,92,6,13,9,13,211,725,No
3,1,327,51,3,5,1,3,9,13,78,409,No
3,2,273,51,1,3,0,1,12,13,69,258,No
6,2,358,57,10,18,1,3,7,13,162,747,Yes
2,1,262,119,2,2,1,1,17,17,53,153,No
2,1,51,118,0,10,0,0,4,4,0,74,No
1,1,132,0,132,132,132,132,7,7,6,62,No
1,1,160,130,3,23,3,3,16,16,8,83,No
1,1,677,0,677,677,677,677,24,24,12,319,No
2,1,257,90,22,174,45,45,6,6,32,284,No
1,1,356,0,356,356,356,356,17,17,14,207,No
1,1,39,17,4,5,4,4,14,14,2,29,No
5,2,350,64,186,186,37,48,4,4,135,732,Yes
4,1,83,11,193,194,48,71,4,7,29,162,No
2,1,367,78,138,145,69,136,11,14,37,300,No
1,1,153,17,0,2,0,0,4,4,11,71,No
3,1,472,75,201,201,67,76,3,3,54,450,No
1,1,340,0,340,340,340,340,3,3,22,124,No
2,2,241,53,40,40,20,20,4,4,32,190,No
2,1,991,90,78,78,39,39,4,4,56,838,No
2,1,230,40,0,16,4,4,5,6,24,182,No
4,2,177,8,394,402,99,157,3,6,68,252,Yes
2,1,420,25,62,68,32,64,14,24,32,390,Yes
2,1,111,0,223,223,111,112,3,3,18,110,Yes
3,1,400,92,0,5,0,0,4,7,45,510,No
2,1,462,47,0,2,0,0,17,17,20,470,No
3,2,270,5,279,286,93,254,11,24,45,188,No
4,1,252,69,188,214,50,54,7,10,96,286,No
2,1,89,61,0,4,0,0,10,10,22,88,No
2,1,60,0,120,120,60,60,2,3,10,78,No
7,3,229,43,250,362,36,96,8,17,131,619,Yes
4,2,297,51,-38,44,0,0,15,17,60,480,No
5,2,404,51,56,67,11,23,13,17,156,798,No
2,2,331,21,63,71,31,48,6,8,63,215,No
2,1,108,45,78,78,39,39,13,13,6,116,No
2,1,418,27,0,2,0,0,17,17,52,354,No
1,1,762,41,0,9,0,0,8,8,43,271,No
5,2,575,51,84,87,16,41,13,17,117,1195,No
2,1,532,69,-20,54,1,1,17,17,58,464,No
1,1,243,130,0,1,0,0,16,16,22,48,No
2,2,400,114,-1,9,0,0,2,2,38,317,No
1,1,276,80,9,22,9,9,8,8,17,113,No
1,1,1070,113,36,135,45,45,8,8,32,312,No
2,1,99,74,50,50,25,25,8,8,14,86,No
2,2,162,113,10,21,5,8,11,14,20,177,No
1,1,120,130,0,1,0,0,16,16,15,46,No
2,1,157,75,20,20,10,10,13,13,32,115,No
1,1,80,0,80,80,80,80,24,24,9,34,No
1,1,96,39,0,2,0,0,7,7,7,50,No
1,1,128,97,0,5,0,0,16,16,10,65,No
2,1,382,31,-10,36,4,4,2,2,52,418,No
1,1,106,130,0,1,0,0,16,16,16,42,No
2,1,943,120,45,55,23,24,3,3,88,850,No
1,1,535,130,2,15,2,2,16,16,69,178,No
3,2,862,130,38,88,18,27,6,16,93,1327,No
1,1,182,130,2,8,2,2,16,16,27,58,No
1,1,707,120,0,1,0,0,7,7,33,244,No
4,1,198,38,2,19,2,4,3,7,65,304,No
1,1,298,27,0,2,0,0,7,7,28,80,No
2,1,371,41,273,296,137,139,3,3,70,265,No
1,1,215,83,0,1,0,0,73,73,25,59,No
2,2,273,85,1,2,0,1,42,73,58,103,No
2,2,460,85,1,2,0,1,42,73,72,219,No
1,1,138,132,0,1,0,0,73,73,12,51,No
8,2,1161,146,63,266,14,68,21,73,377,3164,No
1,1,45,0,45,45,45,45,11,11,2,29,No
3,2,1008,76,0,3,0,0,12,14,105,960,No
2,1,50,7,45,66,22,45,18,25,4,64,No
3,2,208,146,15,117,10,17,16,25,11,222,No
1,1,55,0,55,55,55,55,9,9,2,34,No
1,1,103,0,103,103,103,103,9,9,5,48,No
1,1,83,37,0,1,0,0,2,2,1,53,No
1,1,262,82,0,1,0,0,73,73,24,79,No
1,1,83,0,83,83,83,83,14,14,2,42,No
4,2,712,146,104,316,26,76,10,13,116,1034,No
3,2,379,133,20,73,8,19,32,73,31,322,No
1,1,390,85,0,1,0,0,73,73,28,84,No
5,2,621,97,80,152,17,58,9,13,94,1217,No
1,1,68,83,0,19,1,1,14,14,3,35,No
2,2,475,1,671,770,343,404,12,14,27,340,No
4,2,554,14,588,678,149,547,12,14,71,575,No
5,2,281,92,53,62,10,33,23,73,61,614,No
4,2,837,91,76,282,19,77,30,73,84,1237,Yes
2,2,211,87,7,24,3,7,49,73,24,150,No
1,1,31,0,31,31,31,31,14,14,0,24,No
2,2,180,83,-172,212,0,1,12,14,10,174,No
1,1,50,89,-10,10,0,0,14,14,0,42,No
1,1,87,81,0,1,0,0,73,73,5,45,No
5,2,315,65,66,124,13,51,24,73,67,701,No
1,1,224,133,38,110,40,40,14,14,5,61,No
1,1,58,76,0,1,0,0,13,13,3,38,No
2,2,189,22,-2,12,1,3,49,73,26,136,No
1,1,849,146,93,100,93,93,13,13,30,509,No
1,1,877,102,0,1,0,0,73,73,36,479,No
1,1,41,0,41,41,41,41,13,13,0,25,No
1,1,271,60,0,1,0,0,73,73,14,114,No
1,1,152,146,3,22,4,4,13,13,11,80,No
1,1,90,146,11,11,11,11,13,13,7,53,No
1,1,82,132,0,1,0,0,73,73,5,43,No
1,1,422,60,0,1,0,0,73,73,19,227,No
3,2,1041,146,33,58,12,22,9,13,71,1503,No
2,2,197,146,16,40,9,18,12,13,20,156,Yes
1,1,190,132,6,54,9,9,2,2,12,72,No
1,1,86,132,0,1,0,0,73,73,8,38,No
3,2,199,146,12,17,4,11,30,73,29,285,No
2,2,385,146,23,34,12,25,43,73,44,224,No
1,1,167,113,41,74,43,43,12,12,9,72,Yes
1,1,424,101,79,81,80,80,12,12,9,297,No
6,2,1027,113,337,417,62,151,13,25,30,4004,Yes
2,1,387,111,169,177,84,169,42,73,58,318,Yes
1,1,476,111,-21,23,1,1,12,12,25,199,Yes
1,1,204,111,21,21,21,21,12,12,12,159,Yes
2,1,612,57,11,12,5,11,42,73,79,368,Yes
1,1,43,0,43,43,43,43,11,11,2,36,Yes
3,1,301,146,19,51,8,11,9,13,78,264,No
3,2,197,48,13,40,7,20,28,73,82,187,Yes
1,1,194,34,0,1,0,0,73,73,9,69,No
2,2,199,48,-188,195,0,0,42,73,33,128,Yes
1,1,335,0,335,335,335,335,11,11,18,96,Yes
4,3,366,146,8,12,2,5,24,73,96,490,Yes
1,1,148,146,16,16,16,16,12,12,8,86,Yes
4,1,790,146,91,232,28,52,7,13,171,1114,No
1,1,275,61,1,2,1,1,11,11,24,86,No
1,1,136,72,0,1,0,0,12,12,19,58,Yes
2,2,361,66,1,4,0,1,42,73,55,248,No
1,1,174,132,0,1,0,0,73,73,9,73,No
1,1,148,132,0,1,0,0,73,73,7,70,No
1,1,92,132,0,1,0,0,73,73,7,56,No
1,1,39,0,39,39,39,39,25,25,2,20,No
1,1,182,64,-5,52,5,5,13,13,3,97,No
1,1,77,69,0,1,0,0,73,73,4,47,No
1,1,76,132,25,25,25,25,25,25,0,56,No
1,1,132,12,0,1,0,0,73,73,6,62,No
1,1,73,0,73,73,73,73,14,14,1,45,No
4,2,410,80,26,36,7,26,15,25,118,685,No
3,2,574,87,-9,37,2,6,36,73,50,696,No
1,1,142,21,10,72,10,10,3,3,13,56,No
1,1,84,0,84,84,84,84,11,11,4,43,No
8,2,499,97,306,340,39,161,17,73,199,1508,No
1,1,359,82,0,27,0,0,25,25,19,180,No
2,2,102,51,0,7,0,0,19,25,18,98,No
3,2,226,104,0,8,0,1,37,73,48,213,No
1,1,153,39,0,1,0,0,73,73,11,71,No
4,2,457,87,2,18,1,3,30,73,78,579,No
3,2,80,50,0,6,0,1,37,73,27,111,No
3,1,345,26,12,13,4,8,32,73,66,380,No
3,2,263,85,-5,22,0,1,36,73,68,243,No
1,1,241,70,0,1,0,0,73,73,16,95,No
1,1,991,99,0,1,0,0,73,73,28,419,No
1,1,230,58,0,1,0,0,73,73,12,91,No
3,2,216,26,29,30,9,28,29,73,56,213,No
1,1,420,43,0,1,0,0,73,73,16,195,No
1,1,111,22,0,1,0,0,73,73,9,55,No
1,1,64,56,0,2,0,0,73,73,6,31,No
4,3,209,70,3,16,1,4,25,73,54,215,Yes
1,1,397,99,0,1,0,0,73,73,15,169,No
1,1,462,60,0,1,0,0,73,73,10,235,No
1,1,340,60,0,1,0,0,73,73,14,142,No
2,2,100,90,1,2,0,1,42,73,38,83,No
2,2,342,47,1,2,0,1,42,73,36,279,No
1,1,71,0,71,71,71,71,12,12,8,30,Yes
1,1,32,0,32,32,32,32,1,1,0,24,No
1,1,326,97,0,1,0,0,73,73,19,119,No
1,1,648,48,0,1,0,0,73,73,26,224,No
1,1,60,27,0,1,0,0,73,73,5,39,No
1,1,289,45,0,1,0,0,73,73,24,107,No
1,1,288,58,0,1,0,0,73,73,15,116,No
1,1,423,58,0,1,0,0,73,73,32,165,No
1,1,337,39,-5,30,9,9,10,10,32,105,No
1,1,230,58,0,1,0,0,73,73,24,92,No
1,1,763,60,1,4,2,2,25,25,44,271,No
1,1,258,132,0,1,0,0,73,73,19,96,No
2,2,531,94,-1,6,1,1,14,25,60,464,No
2,2,244,132,3,14,2,5,49,73,46,96,No
1,1,401,132,0,2,0,0,73,73,19,159,No
2,2,273,100,2,15,2,4,49,73,34,220,No
2,2,1072,146,5,8,2,5,42,73,64,625,Yes
1,1,100,132,0,1,0,0,73,73,5,58,No
2,2,186,132,1,7,1,3,49,73,34,92,No
1,1,118,103,0,1,0,0,73,73,23,63,No
2,1,169,146,1,2,0,1,41,73,24,176,No
1,1,120,132,0,1,0,0,73,73,15,46,No
1,1,319,0,319,319,319,319,11,11,17,68,Yes
2,1,293,65,71,71,35,70,10,11,20,246,No
2,2,618,68,7,18,5,10,49,73,36,408,No
1,1,111,64,1,21,1,1,13,13,8,53,No
2,2,129,10,131,135,65,127,4,6,44,103,No
1,1,68,0,68,68,68,68,6,6,7,31,No
1,1,99,0,99,99,99,99,6,6,7,39,No
1,1,53,0,53,53,53,53,13,13,1,30,No
1,1,81,0,81,81,81,81,13,13,2,31,No
