Dataset,# Training,% Training,% Defect Training,%Defect Testing,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,Over sampling,False,68088.0,1115.0,2158.0,117.0,0.9838879817348959,0.9982845832416978,0.8395461324797394,0.7692734430718046
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,RF,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,IBk,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,RF,No sampling,True,22735.0,220.0,871.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,IBk,No sampling,True,45470.0,440.0,1742.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,No sampling,True,68205.0,664.0,2609.0,0.0,0.9903585067301689,1.0,0.8991750687442713,0.8823334721241969
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,RF,Under sampling,True,22735.0,220.0,871.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,IBk,Under sampling,True,45470.0,440.0,1742.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,Under sampling,True,68205.0,660.0,2613.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,RF,Over sampling,True,22735.0,220.0,871.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,IBk,Over sampling,True,45470.0,440.0,1742.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,Over sampling,True,68205.0,660.0,2613.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,RF,Smote,True,22735.0,220.0,871.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,IBk,Smote,True,45470.0,440.0,1742.0,0.0,0.9904160313657155,1.0,0.8991750687442713,0.8831175694469682
storm,7,0.8046334132585863,0.045790313103332494,0.2394122731201383,NB,Smote,True,68205.0,664.0,2609.0,0.0,0.9903585067301689,1.0,0.8991750687442713,0.8823334721241969
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,No sampling,False,27005.0,220.0,2256.0,130.0,0.9919191919191919,0.9952091394877465,0.9581818663518404,0.9215770089882792
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,No sampling,False,53738.0,2069.0,2883.0,532.0,0.9629257978389808,0.9901971623364658,0.6634773761778078,0.666362744455343
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,No sampling,False,74673.0,2190.0,5238.0,6732.0,0.9715077475508372,0.9173023770038695,0.7786333040581677,0.4871292334933467
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Under sampling,False,20444.0,139.0,2337.0,6691.0,0.993246854200068,0.753418094711627,0.871818203602939,0.3166037035397058
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Under sampling,False,45221.0,600.0,4352.0,9049.0,0.986905567316296,0.8332596277869909,0.8527612416586368,0.40112519818658293
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Under sampling,False,65366.0,720.0,6708.0,16039.0,0.9891051054686317,0.8029727903691419,0.8573313014033259,0.3644889370983829
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Over sampling,False,26463.0,2367.0,109.0,672.0,0.91789802289282,0.9752349364289663,0.9176191902927772,0.027952164241268413
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Over sampling,False,53139.0,4212.0,740.0,1131.0,0.9265575142543286,0.9791597567716971,0.6337016638521031,0.1792756627005598
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Over sampling,False,73403.0,4333.0,3095.0,8002.0,0.9442600596892045,0.9017013696947362,0.7575625738887022,0.2600121030058969
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Smote,False,26991.0,220.0,2256.0,144.0,0.991915034361104,0.9946932006633499,0.9571839539810669,0.9186525945106252
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Smote,False,53470.0,940.0,4012.0,800.0,0.982723764013968,0.9852588907315275,0.8554338342393222,0.805787628295048
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Smote,False,74275.0,1059.0,6369.0,7130.0,0.9859426022778559,0.9124132424298261,0.8671045414146682,0.5613699781880562
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,No sampling,True,27135.0,221.0,2255.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,No sampling,True,54270.0,442.0,4510.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,No sampling,True,81405.0,663.0,6765.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Under sampling,True,27135.0,221.0,2255.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Under sampling,True,54270.0,442.0,4510.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Under sampling,True,81405.0,663.0,6765.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Over sampling,True,27135.0,221.0,2255.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Over sampling,True,54270.0,442.0,4510.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Over sampling,True,81405.0,663.0,6765.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,RF,Smote,True,27135.0,221.0,2255.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,IBk,Smote,True,54270.0,442.0,4510.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,8,0.9201964013797819,0.08361757454999831,0.01440809968847352,NB,Smote,True,81405.0,663.0,6765.0,0.0,0.9919213335282936,1.0,0.9553715670436187,0.9492407325275329
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,No sampling,False,22240.0,383.0,2130.0,7426.0,0.9830703266587102,0.7496797680846761,0.8278501914765125,0.26166219508294813
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,No sampling,False,44695.0,571.0,4455.0,14637.0,0.9873856757831485,0.7533034450212365,0.8503342569424404,0.280470807685978
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,No sampling,False,70009.0,1591.0,5948.0,18989.0,0.9777793296089385,0.7866356547338142,0.8360706621798026,0.2799442284445436
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Under sampling,False,21663.0,125.0,2388.0,8003.0,0.9942628970075271,0.7302298928065799,0.8693387119400073,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Under sampling,False,43332.0,250.0,4776.0,16000.0,0.9942636868431921,0.730331018674577,0.8625192198169465,0.2796034579458344
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Under sampling,False,66126.0,521.0,7018.0,22872.0,0.9921826938946989,0.7430054607968718,0.8488564715283935,0.285939212534218
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Over sampling,False,21663.0,125.0,2388.0,8003.0,0.9942628970075271,0.7302298928065799,0.8402442739003054,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Over sampling,False,43332.0,250.0,4776.0,16000.0,0.9942636868431921,0.730331018674577,0.8199005651298209,0.2796034579458344
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Over sampling,False,66233.0,522.0,7017.0,22765.0,0.9921803610216463,0.744207735005281,0.8271897129182803,0.2871919601154234
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Smote,False,22521.0,541.0,1972.0,7145.0,0.9765414968346198,0.7591518910537316,0.7981143372336164,0.24691553852087714
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Smote,False,44974.0,693.0,4333.0,14358.0,0.984824928285195,0.7580057978830985,0.8102856047226303,0.2763133305290031
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Smote,False,69357.0,1405.0,6134.0,19641.0,0.9801447104378056,0.779309647407807,0.7927067443038381,0.2814179039250194
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,No sampling,True,23127.0,1483.0,1030.0,6539.0,0.9397399431125558,0.7795793163891324,0.7883028611229695,0.09863212171406573
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,No sampling,True,46295.0,2822.0,2204.0,13037.0,0.9425453508968381,0.7802703431537787,0.617271434747095,0.11335494598735771
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,No sampling,True,71631.0,3843.0,3696.0,17367.0,0.9490818030050083,0.8048607833883907,0.6842835988859489,0.1620639744737372
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Under sampling,True,21663.0,125.0,2388.0,8003.0,0.9942628970075271,0.7302298928065799,0.8700509994157262,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Under sampling,True,43326.0,250.0,4776.0,16006.0,0.9942628970075271,0.7302298928065799,0.8630189186257753,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Under sampling,True,65916.0,548.0,6991.0,23082.0,0.9917549350024073,0.7406458572102744,0.846042902949443,0.2820887853046015
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Over sampling,True,21663.0,125.0,2388.0,8003.0,0.9942628970075271,0.7302298928065799,0.8402442739003054,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Over sampling,True,43326.0,250.0,4776.0,16006.0,0.9942628970075271,0.7302298928065799,0.8384880134123028,0.279499179987254
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Over sampling,True,65916.0,548.0,6991.0,23082.0,0.9917549350024073,0.7406458572102744,0.8344753569370835,0.2820887853046015
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,RF,Smote,True,22522.0,862.0,1651.0,7144.0,0.9631371878207321,0.7591855996763972,0.7882498904302092,0.19410684043418863
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,IBk,Smote,True,45619.0,2189.0,2837.0,13713.0,0.9542126840696118,0.7688768286927796,0.6184877855135765,0.16265930396165626
storm,9,0.9235162438296407,0.0780944093974331,0.061163227016885556,NB,Smote,True,69002.0,3289.0,4250.0,19996.0,0.9545033268318325,0.7753207937257017,0.6690813044198751,0.1683348158088379
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,No sampling,False,28554.0,344.0,2332.0,3614.0,0.9880960620112118,0.8876523252922158,0.9258880774569533,0.48655421656317216
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,No sampling,False,54584.0,657.0,4695.0,9752.0,0.9881066599084014,0.8484207908480478,0.8996895203512092,0.4079052545483792
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,No sampling,False,80070.0,964.0,7064.0,16434.0,0.9881037589160105,0.8297065406615269,0.884493939773753,0.37678954266895887
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Under sampling,False,28149.0,335.0,2341.0,4019.0,0.988239011374807,0.8750621735886596,0.9275765980470988,0.4597419001797591
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Under sampling,False,53718.0,644.0,4708.0,10618.0,0.9881534895699202,0.834960208903258,0.8969822145897715,0.38539429959440524
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Under sampling,False,79084.0,951.0,7077.0,17420.0,0.9881176985069032,0.8194893475918097,0.8826245029210744,0.3612816849050605
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Over sampling,False,29149.0,350.0,2326.0,3019.0,0.9881351910234245,0.9061489679184282,0.9280011662891643,0.5320842360522366
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Over sampling,False,55097.0,662.0,4690.0,9239.0,0.9881274771785721,0.8563945535936335,0.8887959731402663,0.42239664563147755
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Over sampling,False,80541.0,969.0,7059.0,15963.0,0.9881118881118881,0.8345871673713007,0.8798801994664203,0.38460076085129863
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Smote,False,0.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,No sampling,True,32168.0,402.0,2274.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,No sampling,True,64336.0,804.0,4548.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,No sampling,True,96504.0,1206.0,6822.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Under sampling,True,32168.0,402.0,2274.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Under sampling,True,64336.0,804.0,4548.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Under sampling,True,96504.0,1206.0,6822.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Over sampling,True,32168.0,402.0,2274.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Over sampling,True,64336.0,804.0,4548.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Over sampling,True,96504.0,1206.0,6822.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,RF,Smote,True,32168.0,402.0,2274.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,IBk,Smote,True,64336.0,804.0,4548.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,10,0.9271213048452758,0.07679944897256342,0.09309967141292443,NB,Smote,True,96504.0,1206.0,6822.0,0.0,0.9876573533926927,1.0,0.9248878923766816,0.9126222981962795
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,No sampling,False,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.9225893164862718,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,No sampling,False,65144.0,941.0,4921.0,4160.0,0.9857607626541576,0.9399746046404248,0.8772752975699939,0.6228909987080727
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,No sampling,False,92304.0,1308.0,7485.0,11652.0,0.9860274323804641,0.8879141175112547,0.8606009819164454,0.48045931132178143
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Under sampling,False,32992.0,451.0,2480.0,1660.0,0.9865143677301678,0.9520951171649544,0.9255146152102064,0.6714532104267888
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Under sampling,False,62193.0,877.0,4985.0,7111.0,0.9860948152846044,0.8973940898072261,0.8771700214046152,0.5029658129363364
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Under sampling,False,89363.0,1290.0,7503.0,14593.0,0.9857699138473078,0.8596233021663011,0.8608243599128846,0.42122791600628384
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Over sampling,False,34590.0,461.0,2470.0,62.0,0.9868477361558872,0.9982107814844742,0.9292180017661987,0.8968049361447402
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Over sampling,False,64871.0,923.0,4939.0,4433.0,0.9859713651700763,0.9360354380699527,0.8866196018369003,0.6111007472674528
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Over sampling,False,92001.0,1288.0,7505.0,11955.0,0.9861934418848953,0.8849994228327369,0.8663817680311667,0.47485362294164357
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Smote,False,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.924159458574179,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Smote,False,63820.0,844.0,5018.0,5484.0,0.9869479153779537,0.9208703682327138,0.8816275776150156,0.5702824773954972
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Smote,False,90899.0,1197.0,7596.0,13057.0,0.9870026928422516,0.8743987841009658,0.8656465903172771,0.45646563847493654
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,No sampling,True,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,No sampling,True,69304.0,922.0,4940.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,No sampling,True,103956.0,1388.0,7405.0,0.0,0.9868241190765492,1.0,0.9213578983282156,0.9077312122609926
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Under sampling,True,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Under sampling,True,69304.0,922.0,4940.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Under sampling,True,103956.0,1383.0,7410.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Over sampling,True,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Over sampling,True,69304.0,922.0,4940.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Over sampling,True,103956.0,1383.0,7410.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,RF,Smote,True,34652.0,461.0,2470.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,IBk,Smote,True,69304.0,922.0,4940.0,0.0,0.9868709594736992,1.0,0.9213578983282156,0.9080893769881624
storm,11,0.9317945157931273,0.07798738791474868,0.08287895310796074,NB,Smote,True,103956.0,1388.0,7405.0,0.0,0.9868241190765492,1.0,0.9213578983282156,0.9077312122609926
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,No sampling,False,37175.0,3157.0,2.0,0.0,0.9217246851135574,1.0,0.9143189950766727,0.0011664287711519608
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,No sampling,False,74350.0,6133.0,185.0,0.0,0.9237975721580955,1.0,0.5900287188768845,0.05267533285019997
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,No sampling,False,82142.0,8883.0,594.0,29383.0,0.9024114254325735,0.7365344093252634,0.36544983374725915,-0.10091558575903538
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Under sampling,False,8156.0,2753.0,406.0,29019.0,0.7476395636630305,0.21939475453934096,0.19804857674393653,-0.1357361236007676
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Under sampling,False,16312.0,5329.0,989.0,58038.0,0.7537544475763597,0.21939475453934096,0.2302769172013736,-0.12955888409208086
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Under sampling,False,24356.0,8044.0,1433.0,87169.0,0.7517283950617284,0.2183904954046178,0.19933327509821736,-0.13079301079365035
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Over sampling,False,8156.0,2750.0,409.0,29019.0,0.7478452228131304,0.21939475453934096,0.1762706610184754,-0.1355261859616608
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Over sampling,False,16312.0,5334.0,984.0,58038.0,0.7535803381687147,0.21939475453934096,0.19837705295637,-0.12973293114083612
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Over sampling,False,23908.0,8076.0,1401.0,87617.0,0.7474987493746873,0.21437345886572517,0.18514518650694728,-0.1317779315377746
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Smote,False,37175.0,3154.0,5.0,0.0,0.9217932505145181,1.0,0.2693703986837066,0.0029137395308576025
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Smote,False,74350.0,6130.0,188.0,0.0,0.9238320079522863,1.0,0.26775082263014716,0.0535086160516971
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Smote,False,82144.0,8880.0,597.0,29381.0,0.9024433116540692,0.7365523425240977,0.22205699959483782,-0.10074502750425379
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,No sampling,True,37175.0,3139.0,20.0,0.0,0.9221362305898695,1.0,0.9138020957403756,0.011608533157147239
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,No sampling,True,74350.0,5888.0,430.0,0.0,0.9266183105261846,1.0,0.6148072692042654,0.11864783280597385
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,No sampling,True,111525.0,9047.0,430.0,0.0,0.9249659954218227,1.0,0.5491321120374563,0.08055615929035195
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Under sampling,True,8156.0,2644.0,515.0,29019.0,0.7551851851851852,0.21939475453934096,0.26315871668632634,-0.12813268463632121
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Under sampling,True,16312.0,5001.0,1317.0,58038.0,0.7653544784873082,0.21939475453934096,0.2603710813970098,-0.11819827462911524
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Under sampling,True,23449.0,5972.0,3505.0,88076.0,0.7970157370585637,0.21025778973324366,0.34253101640832345,-0.08459482815513625
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Over sampling,True,8156.0,2747.0,412.0,29019.0,0.7480509951389526,0.21939475453934096,0.17596121967040296,-0.13531628628969053
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Over sampling,True,16312.0,5104.0,1214.0,58038.0,0.7616735151288756,0.21939475453934096,0.22296182830069103,-0.12175375660453663
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Over sampling,True,23856.0,6098.0,3379.0,87669.0,0.79642117914135,0.21390719569603228,0.28511688830899773,-0.08698908599143931
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,RF,Smote,True,37175.0,3139.0,20.0,0.0,0.9221362305898695,1.0,0.2681162754210651,0.011608533157147239
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,IBk,Smote,True,74350.0,5888.0,430.0,0.0,0.9266183105261846,1.0,0.2919643590446101,0.11864783280597385
storm,12,0.936279857935421,0.07832101948728121,0.033151183970856105,NB,Smote,True,111525.0,9047.0,430.0,0.0,0.9249659954218227,1.0,0.2457236731446965,0.08055615929035195
